Product,Brand,Category,Subcategory,Recorded size,Unit,Source URL,Source HTTP status,Variant/package assurance,Barcode,Prices,Supplier
Smirnoff Red Label,Smirnoff,Spirits,Vodka,750ml,bottle,https://glovoapp.com/ke/en/nanyuki/chandarana-foodplus-nanyuki-nyk/?content=alcohol-sc.12803164/the-spirits-c.12803161,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Malfy Gin Con Limone,Malfy,Spirits,Gin,750ml,bottle,https://glovoapp.com/ke/en/nanyuki/chandarana-foodplus-nanyuki-nyk/?content=alcohol-sc.12803164/the-spirits-c.12803161,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
KO 58 Spiced Orange Gin,Kenyan Originals,Spirits,Gin,750ml,bottle,https://glovoapp.com/ke/en/nanyuki/chandarana-foodplus-nanyuki-nyk/?content=alcohol-sc.12803164/the-spirits-c.12803161,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Gibson's Pink Gin,Gibson's,Spirits,Gin,700ml,bottle,https://glovoapp.com/ke/en/nanyuki/chandarana-foodplus-nanyuki-nyk/?content=alcohol-sc.12803164/the-spirits-c.12803161,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Kenya Cane,Kenya Cane,Spirits,Local spirits,250ml,bottle,https://glovoapp.com/ke/en/nanyuki/chandarana-foodplus-nanyuki-nyk/?content=alcohol-sc.12803164/the-spirits-c.12803161,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Kenya Cane Pineapple Fusion,Kenya Cane,Spirits,Local spirits,250ml,bottle,https://glovoapp.com/ke/en/nanyuki/chandarana-foodplus-nanyuki-nyk/?content=alcohol-sc.12803164/the-spirits-c.12803161,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Kenya Cane Pineapple Fusion,Kenya Cane,Spirits,Local spirits,750ml,bottle,https://glovoapp.com/ke/en/nanyuki/chandarana-foodplus-nanyuki-nyk/?content=alcohol-sc.12803164/the-spirits-c.12803161,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Captain Morgan Gold,Captain Morgan,Spirits,Rum,750ml,bottle,https://glovoapp.com/ke/en/nanyuki/chandarana-foodplus-nanyuki-nyk/?content=alcohol-sc.12803164/the-spirits-c.12803161,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Malibu Caribbean Rum,Malibu,Spirits,Rum,700ml,bottle,https://glovoapp.com/ke/en/nanyuki/chandarana-foodplus-nanyuki-nyk/?content=alcohol-sc.12803164/the-spirits-c.12803161,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Napoleon Gold Brandy,Napoleon,Spirits,Brandy,750ml,bottle,https://glovoapp.com/ke/en/nanyuki/chandarana-foodplus-nanyuki-nyk/?content=alcohol-sc.12803164/the-spirits-c.12803161,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Hennessy Very Special,Hennessy,Spirits,Cognac,350ml,bottle,https://glovoapp.com/ke/en/nanyuki/chandarana-foodplus-nanyuki-nyk/?content=alcohol-sc.12803164/the-spirits-c.12803161,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Hennessy VSOP,Hennessy,Spirits,Cognac,700ml,bottle,https://glovoapp.com/ke/en/nanyuki/chandarana-foodplus-nanyuki-nyk/?content=alcohol-sc.12803164/the-spirits-c.12803161,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Martell VS,Martell,Spirits,Cognac,700ml,bottle,https://glovoapp.com/ke/en/nanyuki/chandarana-foodplus-nanyuki-nyk/?content=alcohol-sc.12803164/the-spirits-c.12803161,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Martell Blue Swift,Martell,Spirits,Brandy,750ml,bottle,https://glovoapp.com/ke/en/nanyuki/chandarana-foodplus-nanyuki-nyk/?content=alcohol-sc.12803164/the-spirits-c.12803161,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Olmeca Gold Tequila,Olmeca,Spirits,Tequila,700ml,bottle,https://glovoapp.com/ke/en/nanyuki/chandarana-foodplus-nanyuki-nyk/?content=alcohol-sc.12803164/the-spirits-c.12803161,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Baileys Original Irish Cream,Baileys,Spirits,Cream liqueurs,1L,bottle,https://glovoapp.com/ke/en/nanyuki/chandarana-foodplus-nanyuki-nyk/?content=alcohol-sc.12803164/the-spirits-c.12803161,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
VAT 69 Blended Scotch,VAT 69,Spirits,Whisky,750ml,bottle,https://glovoapp.com/ke/en/nanyuki/chandarana-foodplus-nanyuki-nyk/?content=alcohol-sc.12803164/the-spirits-c.12803161,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Monkey Shoulder Blended Malt,Monkey Shoulder,Spirits,Whisky,700ml,bottle,https://glovoapp.com/ke/en/nanyuki/chandarana-foodplus-nanyuki-nyk/?content=alcohol-sc.12803164/the-spirits-c.12803161,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Grant's Triple Wood,Grant's,Spirits,Whisky,750ml,bottle,https://glovoapp.com/ke/en/nanyuki/chandarana-foodplus-nanyuki-nyk/?content=alcohol-sc.12803164/the-spirits-c.12803161,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Hunter's Choice Whisky,Hunter's Choice,Spirits,Whisky,350ml,bottle,https://glovoapp.com/ke/en/nanyuki/chandarana-foodplus-nanyuki-nyk/?content=alcohol-sc.12803164/the-spirits-c.12803161,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Jack Daniel's Tennessee Fire,Jack Daniel's,Spirits,Whisky,700ml,bottle,https://glovoapp.com/ke/en/nanyuki/chandarana-foodplus-nanyuki-nyk/?content=alcohol-sc.12803164/the-spirits-c.12803161,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Martini Rosso Vermouth,Martini,Wines,Fortified wine,750ml,bottle,https://glovoapp.com/ke/en/nanyuki/chandarana-foodplus-nanyuki-nyk/?content=alcohol-sc.12803164/the-spirits-c.12803161,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Johnnie Walker Black Label,Johnnie Walker,Spirits,Whisky,250ml,bottle,https://www.oaks.delivery/product/johnnie-walker-black-label-1l/,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Johnnie Walker Black Label,Johnnie Walker,Spirits,Whisky,375ml,bottle,https://www.oaks.delivery/product/johnnie-walker-black-label-1l/,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Johnnie Walker Black Label,Johnnie Walker,Spirits,Whisky,750ml,bottle,https://www.oaks.delivery/product/johnnie-walker-black-label-1l/,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Johnnie Walker Black Label,Johnnie Walker,Spirits,Whisky,1L,bottle,https://www.oaks.delivery/product/johnnie-walker-black-label-1l/,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Johnnie Walker Red Label,Johnnie Walker,Spirits,Whisky,750ml,bottle,https://www.oaks.delivery/product/johnnie-walker-black-label-1l/,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Johnnie Walker Red Label,Johnnie Walker,Spirits,Whisky,1L,bottle,https://www.oaks.delivery/product/johnnie-walker-black-label-1l/,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Jameson Irish Whiskey,Jameson,Spirits,Whisky,750ml,bottle,https://www.oaks.delivery/product/johnnie-walker-black-label-1l/,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Chivas Regal 12 Year Old,Chivas Regal,Spirits,Whisky,1L,bottle,https://www.oaks.delivery/product/johnnie-walker-black-label-1l/,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Johnnie Walker Red Label,Johnnie Walker,Spirits,Whisky,250ml,bottle,https://www.oaks.delivery/product/johnnie-walker-red-label-375ml/,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Johnnie Walker Red Label,Johnnie Walker,Spirits,Whisky,375ml,bottle,https://www.oaks.delivery/product/johnnie-walker-red-label-375ml/,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Black & White Blended Scotch,Black & White,Spirits,Whisky,750ml,bottle,https://www.oaks.delivery/product/johnnie-walker-red-label-375ml/,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Imperial Blue Whisky,Imperial Blue,Spirits,Whisky,750ml,bottle,https://www.oaks.delivery/product/johnnie-walker-red-label-375ml/,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Jameson Irish Whiskey,Jameson,Spirits,Whisky,1L,bottle,https://www.oaks.delivery/product/johnnie-walker-red-label-375ml/,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Glenfiddich 15 Year Old,Glenfiddich,Spirits,Whisky,1L,bottle,https://nairobidrinks.co.ke/whisky/,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Glenfiddich 18 Year Old,Glenfiddich,Spirits,Whisky,750ml,bottle,https://nairobidrinks.co.ke/whisky/,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Johnnie Walker Double Black,Johnnie Walker,Spirits,Whisky,1L,bottle,https://nairobidrinks.co.ke/whisky/,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Glenmorangie Original,Glenmorangie,Spirits,Whisky,750ml,bottle,https://nairobidrinks.co.ke/whisky/,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Glenmorangie Original,Glenmorangie,Spirits,Whisky,1L,bottle,https://nairobidrinks.co.ke/whisky/,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Glenmorangie Lasanta,Glenmorangie,Spirits,Whisky,750ml,bottle,https://nairobidrinks.co.ke/whisky/,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
The Glenlivet Founder's Reserve,The Glenlivet,Spirits,Whisky,750ml,bottle,https://nairobidrinks.co.ke/whisky/,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
The Glenlivet 12 Year Old,The Glenlivet,Spirits,Whisky,750ml,bottle,https://nairobidrinks.co.ke/whisky/,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
The Glenlivet 12 Year Old,The Glenlivet,Spirits,Whisky,1L,bottle,https://nairobidrinks.co.ke/whisky/,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Konyagi,Konyagi,Spirits,Imported spirits,250ml,bottle,https://www.oaks.delivery/product/konyagi-750ml/,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Konyagi,Konyagi,Spirits,Imported spirits,500ml,bottle,https://www.oaks.delivery/product/konyagi-750ml/,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Konyagi,Konyagi,Spirits,Imported spirits,750ml,bottle,https://www.oaks.delivery/product/konyagi-750ml/,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Kenya Cane,Kenya Cane,Spirits,Local spirits,750ml,bottle,https://www.oaks.delivery/product/konyagi-750ml/,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Caribia Cane,Caribia,Spirits,Local spirits,750ml,bottle,https://www.oaks.delivery/product/konyagi-750ml/,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Kibao Vodka,Kibao,Spirits,Vodka,750ml,bottle,https://www.oaks.delivery/product-category/spirits/,404,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Aviation American Gin,Aviation,Spirits,Gin,750ml,bottle,https://www.oaks.delivery/product-category/spirits/,404,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Bacardi Breezer Strawberry,Bacardi,Beer & Cider,Alcopops,275ml,bottle,https://www.oaks.delivery/product-category/spirits/,404,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Amarula Cream Liqueur,Amarula,Spirits,Cream liqueurs,750ml,bottle,https://www.carrefour.ke/mafken/en/c/FKEN21030500,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Jägermeister Herbal Liqueur,Jägermeister,Spirits,Liqueurs,1L,bottle,https://www.carrefour.ke/mafken/en/c/FKEN21030500,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Baileys Original Irish Cream,Baileys,Spirits,Cream liqueurs,375ml,bottle,https://www.carrefour.ke/mafken/en/c/FKEN21030500,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
4th Street Sweet Rosé,4th Street,Wines,Rosé,750ml,bottle,https://nairobidrinks.co.ke/wine/,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
4th Street Sweet Rosé,4th Street,Wines,Rosé,1.5L,bottle,https://nairobidrinks.co.ke/wine/,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Asconi Kagor Lux,Asconi,Wines,Sweet wine,750ml,bottle,https://nairobidrinks.co.ke/wine/,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Harveys Bristol Cream Sherry,Harveys,Wines,Fortified wine,750ml,bottle,https://nairobidrinks.co.ke/wine/,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Harveys Bristol Cream Sherry,Harveys,Wines,Fortified wine,1L,bottle,https://nairobidrinks.co.ke/wine/,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Arbor Mist White Zinfandel Strawberry,Arbor Mist,Wines,Rosé,750ml,bottle,https://nairobidrinks.co.ke/wine/,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Arbor Mist Chardonnay Tropical Fruits,Arbor Mist,Wines,White wine,750ml,bottle,https://nairobidrinks.co.ke/wine/,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Ama La Vida White,Ama La Vida,Wines,White wine,750ml,bottle,https://nairobidrinks.co.ke/wine/,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Drostdy-Hof Premier Grand Cru,Drostdy-Hof,Wines,Dry wine,750ml,bottle,https://nairobidrinks.co.ke/wine/,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Drostdy-Hof White Sweet,Drostdy-Hof,Wines,Sweet wine,750ml,bottle,https://nairobidrinks.co.ke/wine/,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Four Cousins Natural Sweet Red,Four Cousins,Wines,Red wine,750ml,bottle,https://www.oaks.delivery/product/four-cousins-sweet-red-75cl/,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Four Cousins Natural Sweet Red,Four Cousins,Wines,Red wine,1.5L,bottle,https://www.oaks.delivery/product/four-cousins-sweet-red-75cl/,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Mucho Más Black Edition,Mucho Más,Wines,Red wine,750ml,bottle,https://www.oaks.delivery/c/wine/,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Signore Giuseppe Prosecco Spumante White,Signore Giuseppe,Wines,Sparkling wine,750ml,bottle,https://www.oaks.delivery/c/wine/,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Tusker Lager,Tusker,Beer & Cider,Lager,500ml,can,https://www.carrefour.ke/mafken/en/c/FKEN21040000,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Tusker Malt,Tusker,Beer & Cider,Malt beer,500ml,can,https://www.carrefour.ke/mafken/en/c/FKEN21040000,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Tusker Lite,Tusker,Beer & Cider,Light beer,500ml,can,https://www.carrefour.ke/mafken/en/c/FKEN21040000,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Tusker Premium Apple Cider,Tusker,Beer & Cider,Cider,500ml,can,https://www.carrefour.ke/mafken/en/c/FKEN21040000,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
White Cap Lager,White Cap,Beer & Cider,Lager,500ml,can,https://www.carrefour.ke/mafken/en/c/FKEN21040000,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
White Cap Crisp,White Cap,Beer & Cider,Lager,330ml,can,https://www.carrefour.ke/mafken/en/c/FKEN21040000,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Pilsner Lager,Pilsner,Beer & Cider,Lager,500ml,can,https://www.carrefour.ke/mafken/en/c/FKEN21040000,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Guinness Foreign Extra Stout,Guinness,Beer & Cider,Stout,500ml,can,https://www.carrefour.ke/mafken/en/c/FKEN21040000,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Balozi Lager,Balozi,Beer & Cider,Lager,500ml,can,https://www.carrefour.ke/mafken/en/c/FKEN21040000,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Savanna Dry Cider,Savanna,Beer & Cider,Cider,330ml,bottle,https://www.carrefour.ke/mafken/en/c/FKEN21040000,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Savanna Angry Lemon Cider,Savanna,Beer & Cider,Cider,330ml,bottle,https://www.carrefour.ke/mafken/en/c/FKEN21040000,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Hunter's Dry Apple Cider,Hunter's,Beer & Cider,Cider,330ml,bottle,https://www.carrefour.ke/mafken/en/c/FKEN21040000,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Snapp Apple,Snapp,Beer & Cider,Alcopops,330ml,can,https://www.carrefour.ke/mafken/en/c/FKEN21040000,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Bila Shaka Capitan Lager,Bila Shaka,Beer & Cider,Craft beer,500ml,bottle,https://www.carrefour.ke/mafken/en/c/FKEN21040000,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Manyatta Pineapple & Mint Cider,Manyatta,Beer & Cider,Cider,300ml,bottle,https://www.carrefour.ke/mafken/en/c/FKEN21040000,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
KO Lime & Ginger Cider,Kenyan Originals,Beer & Cider,Cider,330ml,can,https://www.carrefour.ke/mafken/en/c/FKEN21040000,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
KO Pineapple & Mint Cider,Kenyan Originals,Beer & Cider,Cider,330ml,can,https://www.carrefour.ke/mafken/en/c/FKEN21040000,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
KO Honey & Lemon Cider,Kenyan Originals,Beer & Cider,Cider,330ml,can,https://www.carrefour.ke/mafken/en/c/FKEN21040000,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Heineken Lager 6-pack,Heineken,Beer & Cider,Lager,6 × 330ml,pack,https://www.carrefour.ke/mafken/en/c/FKEN21040000,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Coca-Cola Original,Coca-Cola,Soft Drinks,Cola,350ml,bottle,https://www.carrefour.ke/mafken/en/c/FKEN1550000,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Coca-Cola Original,Coca-Cola,Soft Drinks,Cola,500ml,bottle,https://www.carrefour.ke/mafken/en/c/FKEN1550000,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Coca-Cola Original,Coca-Cola,Soft Drinks,Cola,2L,bottle,https://www.carrefour.ke/mafken/en/c/FKEN1550000,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Coca-Cola Zero Sugar,Coca-Cola,Soft Drinks,Cola,330ml,can,https://www.carrefour.ke/mafken/en/c/FKEN1550000,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
Coca-Cola Zero Sugar,Coca-Cola,Soft Drinks,Cola,2L,bottle,https://www.carrefour.ke/mafken/en/c/FKEN1550000,200,Unverified physical pack; source-linked candidate,Not supplied; owner must verify,Unset — owner entry only,Not supplied; owner must assign
